納品日,取引先コード,VDRコード,取引先名(漢字),商品コード,便,JANコード,JAN区分,商品名(漢字),DEPT-CLASS,センター入数,パック入数,JANコード下4桁,商品名(カナ)
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,036495,1,4901085171127,1,伊藤園　栄養強化型１日分の野菜２４本　　　　,12002,24,24,1127,*24*ｲﾄｳｴﾝ ｴｲﾖｳｷｮｳｶｶﾞﾀ ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,036666,1,4580455817010,1,ひやしあめはじめました　　　　１２本　　　　,12009,12,12,7010,*12*ﾋﾔｼｱﾒﾊｼﾞﾒﾏｼﾀ      ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,037396,1,4549737093092,1,ＭｔＲディープエスプレッソ　　６０本　　　　,12009,10,10,3092,*60*MTRﾃﾞｨｰﾌﾟｴｽﾌﾟﾚｯｿ  ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,038077,1,4580455817089,1,あたためてもおいしいカフェラテ２００ｇ　　　,12009,12,0,7089,ｱﾀﾀﾒﾃﾓｵｲｼｲｶﾌｪﾗﾃ       ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,038250,1,4549737045206,1,●明治　ザバスミルクチョコレート　２４本　　,12003,24,24,5206,*24*ﾒｲｼﾞｻﾞﾊﾞｽﾐﾙｸﾁｮｺﾚｰﾄ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,038260,1,4549737043554,1,飲むＭＯＷバニラ　　　　　　　４０本　　　　,12009,10,10,3554,*40*ﾉﾑﾓｳﾊﾞﾆﾗ          ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,039684,1,2303968400000,14,おにぎり２個入り（鶏五目・日高昆布）　　　　,01007,12,0,9684,ｵﾆｷﾞﾘ2ｺｲﾘ(ﾄﾘｺﾞﾓｸ･ﾋﾀﾞｶｺ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,039709,1,4932707233954,1,ＵＣこだわりの抹茶ラテ　　　　２００ｍｌ　　,12009,12,0,3954,UCｺﾀﾞﾜﾘﾉﾏｯﾁｬﾗﾃ        ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,040324,1,2304032400000,14,ボリュームバラエティサンド　　　　　　　　　,02003,20,0,0324,ﾎﾞﾘｭｰﾑﾊﾞﾗｴﾃｨｻﾝﾄﾞ      ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,040405,1,4549737045237,1,●明治　ザバスミルクキャラメル２４本　　　　,12003,24,24,5237,*24*ﾒｲｼﾞｻﾞﾊﾞｽﾐﾙｸｷｬﾗﾒﾙ ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,041125,1,4549737045336,1,●明治ザバスミルクバナナ　　　２４本　　　　,12003,24,24,5336,*24*ﾒｲｼﾞ ｻﾞﾊﾞｽﾐﾙｸﾊﾞﾅﾅ ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,041303,1,2304130300000,14,七種具材の恵方巻３本入　　　　　　３１日１便,01005,1,0,1303,7ｼｭｸﾞｻﾞｲﾉｴﾎｳﾏｷ3ﾎﾝ31ﾆﾁ1,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,041527,1,2304152700000,14,●イチオシ！ソースチキンカツ弁当　　　　　　,01001,8,0,1527,ｲﾁｵｼ!ｿｰｽﾁｷﾝｶﾂﾍﾞﾝﾄｳ    ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,041686,1,2304168600000,14,●Ｌチキンカツサンド　　　　　　　　　　　　,02007,25,0,1686,ﾁｷﾝｶﾂｻﾝﾄﾞ             ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,041762,1,4549737076064,1,すッパイチュウレモン味　　　　４０本　　　　,12009,10,10,6064,*40*ｽｯﾊﾟｲﾁｭｳﾚﾓﾝｱｼﾞ    ,
20231226,118931,254363,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,041854,1,4902188125291,1,●ＮＬマスカット１食分のビタミン　３３０ｍｌ,12002,12,0,5291,NLﾏｽｶｯﾄｲｯｼｮｸﾌﾞﾝﾉﾋﾞﾀﾐﾝ ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,041856,1,4902720151108,1,ＭｔＲクリーミーストロベリーラテ２４０ｍｌ　,12009,10,0,1108,MTRｸﾘｰﾐｰｽﾄﾛﾍﾞﾘｰﾗﾃ     ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,042671,1,4521665700000,2,●キリン　おいしい免疫ケア　　１００ｍｌ　　,12003,30,0,6657,ｷﾘﾝ ｵｲｼｲﾒﾝｴｷｹｱ        ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,043118,1,4901306007693,1,●野菜生活リフレッシュ完熟レモン　３３０ｍｌ,12002,12,0,7693,ﾔｻｲｾｲｶﾂﾘﾌﾚｯｼｭｶﾝｼﾞｭｸﾚﾓﾝ,
20231226,126420,251496,㈱ＳＣＩ（サンデリカ野田）　　　　　　　　　　　　,043219,1,2304321900000,14,●ＮＬＬたんぱく質が摂れるサラダチキンロール,02006,12,0,3219,ﾀﾝﾊﾟｸｼﾂｶﾞﾄﾚﾙｻﾗﾀﾞﾁｷﾝﾛｰﾙ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,043245,1,2304324500000,14,彩りトマトの野菜ミックスサンド　　　　　　　,02003,25,0,3245,ｲﾛﾄﾞﾘﾄﾏﾄﾉﾔｻｲﾐｯｸｽｻﾝﾄﾞ  ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,043489,1,4901306007709,1,●野菜生活リフレッシュ完熟レモン　１２本　　,12002,12,12,7709,*12*ﾔｻｲｾｲｶﾂﾘﾌﾚｯｼｭﾚﾓﾝ  ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,044189,1,2304418900000,14,●ＮＬたんぱく質が摂れるローストチキンと野菜,02003,25,0,4189,ﾀﾝﾊﾟｸｼﾂ ﾛｰｽﾄﾁｷﾝﾄﾔｻｲ   ,
20231226,118931,271543,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,044550,1,4571447911175,1,◎ＵＣこだわりのカフェオレ　　　２４０ｍｌ　,12009,12,0,1175,UCｺﾀﾞﾜﾘﾉｶﾌｪｵﾚ         ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,044654,1,2304465400000,14,七種具材の恵方巻３本入　　　　　　１日１便　,01005,1,0,4654,7ｼｭｸﾞｻﾞｲﾉｴﾎｳﾏｷ3ﾎﾝ1ﾆﾁ1 ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,044859,1,4901085644393,1,●伊藤園　トマエード　　　　　３３０ｍｌ　　,12002,12,0,4393,ｲﾄｳｴﾝ ﾄﾏｴｰﾄﾞ          ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,044936,1,2304493600000,14,七種具材の恵方巻３本入　　　　　　２日１便　,01005,1,0,4936,7ｼｭｸﾞｻﾞｲﾉｴﾎｳﾏｷ3ﾎﾝ2ﾆﾁ1 ,
20231226,119326,237655,タカナシ販売㈱　　　　　　　　　　　　　　　　　　,045487,1,4901777406759,1,スタバ　ミックベリーホワイトモカ　２００ｍｌ,12009,12,0,6759,ｽﾀﾊﾞ ﾐｯｸｽﾍﾞﾘｰﾎﾜｲﾄﾓｶ   ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,046303,1,2304630300000,14,七種具材の恵方巻３本入　　　　　　３日１便　,01005,1,0,6303,7ｼｭｸﾞｻﾞｲﾉｴﾎｳﾏｷ3ﾎﾝ3ﾆﾁ1 ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,046330,1,4580455817355,1,ｉｍｐｅｒｆｅｃｔ大人のカフェモカ　１２本　,12009,12,12,7355,*12*IMPERFECTｵﾄﾅﾉｶﾌｪﾓｶ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,046777,1,2304677700000,14,●◇ジューシーハムサンド　　　　　　　　　　,02003,25,0,6777,ｼﾞｭｰｼｰﾊﾑｻﾝﾄﾞ          ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,046887,1,2304688700000,14,フルーツサンド　シャインマスカット　　　　　,02003,15,0,6887,ﾌﾙｰﾂｻﾝﾄﾞ ｼｬｲﾝﾏｽｶｯﾄ    ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,046925,1,4902705056176,1,●明治ザバスミルクフルーツミックス４３０ｍｌ,12003,20,0,6176,ﾒｲｼﾞ ｻﾞﾊﾞｽﾐﾙｸﾌﾙｰﾂﾐｯｸｽ ,
20231226,126616,221121,㈱ＳＣＩ（サンデリカ町田）　　　　　　　　　　　　,046978,1,2304697800000,14,●Ｌパリッとジューシーなホットドッグ　　　　,02006,12,0,6978,ﾊﾟﾘｯﾄｼﾞｭｰｼｰﾅﾎｯﾄﾄﾞｯｸﾞ  ,
20231226,118931,240052,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,047204,1,4901277253266,1,●エルビーＣＯＣＯＭＩＬＫプレ―ン２００ｍｌ,12003,24,0,3266,ｴﾙﾋﾞｰ ｺｺﾐﾙｸﾌﾟﾚｰﾝ      ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,047382,1,2304738200000,14,●ＮＬ　たんぱく質が摂れるオムライスおにぎり,01007,1,0,7382,ﾀﾝﾊﾟｸｼﾂｶﾞﾄﾚﾙｵﾑﾗｲｽｵﾆｷﾞﾘ,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,047914,1,2304791400000,14,おにぎり弁当　　　　　　　　　　　　　　　　,01001,10,0,7914,ｵﾆｷﾞﾘﾍﾞﾝﾄｳ            ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,048133,1,4549737034187,1,リプトン　チャイティーラテ　　４０本　　　　,12009,10,10,4187,*40*ﾘﾌﾟﾄﾝ ﾁｬｲﾃｨｰﾗﾃ    ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,048149,1,2304814900000,14,海鮮恵方巻　　　　　　　　　　　　３１日１便,01005,1,0,8149,ｶｲｾﾝｴﾎｳﾏｷ        31ﾆﾁ1,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,048557,1,4549737045534,1,リプトン　プレミアムアールグレイ　２０本　　,12009,10,10,5534,*20*ﾘﾌﾟﾄﾝﾌﾟﾚﾐｱﾑｱｰﾙｸﾞﾚｲ,
20231226,523500,236934,敷島製パン㈱　　　　　　　　　　　　　　　　　　　,048966,1,4901820467201,1,ＬＷ　牛乳パン　珈琲　　　　　　　　　　　　,14002,1,0,7201,LWｷﾞｭｳﾆｭｳﾊﾟﾝｺｰﾋｰ      ,
20231226,126420,251496,㈱ＳＣＩ（サンデリカ野田）　　　　　　　　　　　　,049810,1,2304981000000,14,Ｌ盛りすぎ！ハムカツサンド　　　　２０日１便,02007,1,0,9810,ﾓﾘｽｷﾞ!ﾊﾑｶﾂｻﾝﾄﾞ   20ﾆﾁ1,
20231226,126420,251496,㈱ＳＣＩ（サンデリカ野田）　　　　　　　　　　　　,050254,1,2305025400000,14,Ｌ盛りすぎ！ハムカツサンド　　　　２１日１便,02007,1,0,0254,ﾓﾘｽｷﾞ!ﾊﾑｶﾂｻﾝﾄﾞ   21ﾆﾁ1,
20231226,126420,251496,㈱ＳＣＩ（サンデリカ野田）　　　　　　　　　　　　,050279,1,2305027900000,14,Ｌ盛りすぎ！ハムカツサンド　　　　２２日１便,02007,1,0,0279,ﾓﾘｽｷﾞ!ﾊﾑｶﾂｻﾝﾄﾞ   22ﾆﾁ1,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,050339,1,4902720157421,1,ＭｔＲディープエスプレッソ　　２４０ｍｌ　　,12009,10,0,7421,MTRﾃﾞｨｰﾌﾟｴｽﾌﾟﾚｯｿ      ,
20231226,118931,240052,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,050492,1,4901277253280,1,●エルビーＣＯＣＯＭＩＬＫプレ―ン　２４本　,12003,24,24,3280,*24*ｴﾙﾋﾞｰ ｺｺﾐﾙｸﾌﾟﾚｰﾝ  ,
20231226,118931,240052,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,050928,1,4901277254324,1,●ラクシュミーハニーフルーツティー２００ｍｌ,12009,12,0,4324,ﾗｸｼｭﾐｰ ﾊﾆｰﾌﾙｰﾂﾃｨｰ     ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,051066,1,4549737045602,1,リプトン　プレミアムアールグレイ　４０本　　,12009,10,10,5602,*40*ﾘﾌﾟﾄﾝﾌﾟﾚﾐｱﾑｱｰﾙｸﾞﾚｲ,
20231226,122785,236381,雪印メグミルク㈱　関東　　　　　　　　　　　　　　,052588,1,4908011709140,1,●ドールＪｕｉｃｙＰｌｕｓ鉄分　１２本　　　,12002,12,12,9140,*12*ﾄﾞｰﾙJUICYPLUSﾃﾂﾌﾞﾝ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,052693,1,4902720158350,1,●森永　マミークラシック１９５ｇ　　　　　　,12003,30,0,8350,ﾓﾘﾅｶﾞ ﾏﾐｰｸﾗｼｯｸ        ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,053523,1,4549737046258,1,ＭｔＲクリーミーバナナラテ　　３０本　　　　,12009,10,10,6258,*30*MTRｸﾘｰﾐｰﾊﾞﾅﾅﾗﾃ    ,
20231226,523500,236934,敷島製パン㈱　　　　　　　　　　　　　　　　　　　,053824,1,4549737104477,1,ＬＷ　十勝バターのスティック　４本入　Ｃ　　,14020,1,0,4477,LW ﾄｶﾁﾊﾞﾀｰﾉｽﾃｨｯｸ 4ﾎﾝｲﾘ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,053877,1,2305387700000,14,海鮮恵方巻　　　　　　　　　　　　１日１便　,01005,1,0,3877,ｶｲｾﾝｴﾎｳﾏｷ        1ﾆﾁ1 ,
20231226,118931,240052,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,054382,1,4901277254256,1,エルビー　パイナップルラッシー４５０ｍｌ　　,12002,20,0,4256,ｴﾙﾋﾞｰ ﾊﾟｲﾅｯﾌﾟﾙﾗｯｼｰ    ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,054626,1,4549737128794,1,ＭｔＲディープエスプレッソ　　３０本　　　　,12009,10,10,8794,*30*MTRﾃﾞｨｰﾌﾟｴｽﾌﾟﾚｯｿ  ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,054701,1,4580455817232,1,アメージングコーヒーカフェラテ２２０ｍｌ　　,12009,12,0,7232,ｱﾒｰｼﾞﾝｸﾞｺｰﾋｰｶﾌｪﾗﾃ     ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,054750,1,4549737046418,1,ＭｔＲクリーミーバナナラテ　　６０本　　　　,12009,10,10,6418,*60*MTRｸﾘｰﾐｰﾊﾞﾅﾅﾗﾃ    ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,054793,1,4901085618295,1,●伊藤園　濃い乳酸菌２００ｍｌ　　　　　　　,12003,24,0,8295,ｲﾄｳｴﾝ ｺｲﾆｭｳｻﾝｷﾝ       ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,056132,1,4902720158176,1,●ＴＢＣ生搾りマスカットミックス　２４０ｍｌ,12009,10,0,8176,TBCﾅﾏｼﾎﾞﾘﾏｽｶｯﾄﾐｯｸｽ    ,
20231226,122904,236241,㈱明治　東京　　　　　　　　　　　　　　　　　　　,056424,1,4549737074930,1,●明治ザバスミルクバナナ　　　２４本　　　　,12003,24,24,4930,*24*ﾒｲｼﾞ ｻﾞﾊﾞｽﾐﾙｸﾊﾞﾅﾅ ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,056625,1,4901085197370,1,●伊藤園　１日分の野菜　　　　　１Ｌ　　　　,12008,6,0,7370,ｲﾄｳｴﾝｲﾁﾆﾁﾌﾞﾝﾉﾔｻｲ 1L   ,
20231226,126951,218863,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,056633,1,2305663300000,14,イチオシ！コロッケ旨辛豚焼肉弁当　　　　　　,01001,8,0,6633,ｲﾁｵｼ!ｺﾛｯｹｳﾏｶﾗﾌﾞﾀﾔｷﾆｸ  ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,056931,1,4580455817300,1,飲むしあわせバタ～味オ・レ　　１８０ｍｌ　　,12009,12,0,7300,ﾉﾑｼｱﾜｾﾊﾞﾀ ｱｼﾞｵ･ﾚ      ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,057561,1,4580455816167,1,ＳＰＹ×ＦＡＭＩＬＹ　ココア　１８０ｍｌ　　,12009,12,0,6167,SPY FAMILY ｺｺｱ        ,
20231226,118931,254363,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,057702,1,4902188924092,1,ブラックコーヒーゲイシャブレンド　１２本　　,12009,12,12,4092,*12*ﾌﾞﾗｯｸｺｰﾋｰｹﾞｲｼｬﾌﾞﾚﾝ,
20231226,123609,236080,森永乳業㈱東京支社　　　　　　　　　　　　　　　　,057952,1,4549737037294,1,●ＴＢＣ生搾りマスカットミックス２０本　　　,12009,10,10,7294,*20*TBCﾅﾏｼﾎﾞﾘﾏｽｶｯﾄﾐｯｸｽ,
20231226,119032,236071,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,058155,1,4909411089238,1,●キリン　おいしい免疫ケア３０本　　　　　　,12003,30,30,9238,*30*ｷﾘﾝ ｵｲｼｲﾒﾝｴｷｹｱ    ,
20231226,126608,221449,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,058735,1,2305873500000,14,●Ｌ　ネネチキン監修　２種のチキンカツサンド,02007,25,0,8735,ﾈﾈﾁｷﾝ 2ｼｭﾉﾁｷﾝｶﾂｻﾝﾄﾞ   ,
20231226,119032,200310,三菱食品㈱　（アクセス）　　　　　　　　　　　　　,060565,1,4580455817249,1,アメージングコーヒーカフェラテ１２本　　　　,12009,12,12,7249,*12*ｱﾒｰｼﾞﾝｸﾞｺｰﾋｰｶﾌｪﾗﾃ ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,060649,1,2306064900000,14,海鮮恵方巻　　　　　　　　　　　　２日１便　,01005,1,0,0649,ｶｲｾﾝｴﾎｳﾏｷ        2ﾆﾁ1 ,
20231226,121908,743950,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,060692,1,2306069200000,14,海鮮恵方巻　　　　　　　　　　　　３日１便　,01005,1,0,0692,ｶｲｾﾝｴﾎｳﾏｷ        3ﾆﾁ1 ,
